@attribute 'Histogram of JPEG Coefficients183' numeric
@attribute 'Histogram of JPEG Coefficients184' numeric
@attribute 'Histogram of JPEG Coefficients185' numeric
@attribute 'Histogram of JPEG Coefficients186' numeric
@attribute 'Histogram of JPEG Coefficients187' numeric
@attribute 'Histogram of JPEG Coefficients188' numeric
@attribute 'Histogram of JPEG Coefficients189' numeric
@attribute 'Histogram of JPEG Coefficients190' numeric
@attribute 'Histogram of JPEG Coefficients191' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

0,255,207,94,67,36,19,5,194,139,95,32,11,0,6,7,80,41,24,1,1,0,3,3,28,3,1,0,0,0,0,2,24,5,0,0,0,0,1,2,6,0,0,0,0,0,0,5,6,0,0,1,0,0,3,13,1,1,4,1,0,7,4,7,2,255,108,31,8,22,24,67,155,120,62,12,5,7,42,35,89,58,21,2,1,10,30,46,19,17,0,2,1,3,12,25,3,0,0,4,7,4,16,23,2,0,2,12,3,3,24,14,8,2,3,15,8,9,32,30,10,7,17,8,25,32,38,43,1,255,161,57,14,11,24,34,172,146,64,11,3,7,5,34,91,61,25,3,3,11,14,30,30,8,0,1,1,2,4,11,8,0,0,0,3,3,0,12,1,1,1,3,2,4,14,8,2,0,0,1,3,7,6,25,6,7,11,2,11,16,16,23,K5
0,255,207,94,67,36,19,5,194,139,95,32,11,0,6,7,80,41,24,1,1,0,3,3,28,3,1,0,0,0,0,2,24,5,0,0,0,0,1,2,6,0,0,0,0,0,0,5,6,0,0,1,0,0,3,13,1,1,4,1,0,7,4,7,2,255,108,31,8,22,24,67,155,120,62,12,5,7,42,35,89,58,21,2,1,10,30,46,19,17,0,2,1,3,12,25,3,0,0,4,7,4,16,23,2,0,2,12,3,3,24,14,8,2,3,15,8,9,32,30,10,7,17,8,25,32,38,43,1,255,161,57,14,11,24,34,172,146,64,11,3,7,5,34,91,61,25,3,3,11,14,30,30,8,0,1,1,2,4,11,8,0,0,0,3,3,0,12,1,1,1,3,2,4,14,8,2,0,0,1,3,7,6,25,6,7,11,2,11,16,16,23,K5
0,255,162,60,44,15,16,4,156,151,65,22,14,1,1,1,100,86,30,6,0,0,1,6,34,16,0,0,0,0,1,4,25,10,2,0,0,1,7,4,4,0,0,1,1,1,4,8,2,0,0,0,3,4,14,12,0,2,3,2,4,13,11,16,39,255,132,60,42,46,48,75,144,118,48,7,8,8,20,44,112,94,22,2,8,2,36,38,42,2,0,5,3,2,8,25,10,0,0,0,5,6,24,30,10,1,6,3,3,6,17,38,21,0,3,11,8,14,31,45,39,16,15,15,31,18,41,91,41,255,135,59,40,23,33,63,143,143,54,5,4,13,5,30,106,101,28,2,9,4,16,35,33,2,0,3,2,1,11,33,11,0,1,0,3,5,4,36,12,8,0,1,2,18,10,35,23,6,17,4,9,14,29,28,30,24,18,14,37,32,42,61,K5
0,255,162,60,44,15,16,4,156,151,65,22,14,1,1,1,100,86,30,6,0,0,1,6,34,16,0,0,0,0,1,4,25,10,2,0,0,1,7,4,4,0,0,1,1,1,4,8,2,0,0,0,3,4,14,12,0,2,3,2,4,13,11,16,39,255,132,60,42,46,48,75,144,118,48,7,8,8,20,44,112,94,22,2,8,2,36,38,42,2,0,5,3,2,8,25,10,0,0,0,5,6,24,30,10,1,6,3,3,6,17,38,21,0,3,11,8,14,31,45,39,16,15,15,31,18,41,91,41,255,135,59,40,23,33,63,143,143,54,5,4,13,5,30,106,101,28,2,9,4,16,35,33,2,0,3,2,1,11,33,11,0,1,0,3,5,4,36,12,8,0,1,2,18,10,35,23,6,17,4,9,14,29,28,30,24,18,14,37,32,42,61,K5
28,234,102,58,37,18,18,36,255,173,52,16,8,7,7,34,123,67,15,2,7,5,11,22,61,17,2,3,3,2,10,19,35,15,9,2,4,8,12,24,14,2,3,5,2,7,9,30,14,7,5,6,7,16,30,57,20,18,21,19,25,17,47,77,236,255,133,72,57,60,63,89,121,100,16,2,7,15,32,56,40,19,3,3,6,11,26,58,7,3,3,4,9,9,12,54,13,2,2,5,6,12,22,54,17,6,10,7,8,22,30,60,31,14,13,15,17,31,33,56,53,22,28,18,35,34,48,100,148,255,112,39,38,33,39,60,163,115,28,0,3,8,21,51,55,25,1,1,4,6,21,35,7,1,1,2,3,4,12,35,10,8,5,2,4,6,15,27,14,14,3,3,9,12,15,56,24,10,12,8,10,14,26,47,46,36,33,23,27,35,39,67,K5
28,234,102,58,37,18,18,36,255,173,52,16,8,7,7,34,123,67,15,2,7,5,11,22,61,17,2,3,3,2,10,19,35,15,9,2,4,8,12,24,14,2,3,5,2,7,9,30,14,7,5,6,7,16,30,57,20,18,21,19,25,17,47,77,236,255,133,72,57,60,63,89,121,100,16,2,7,15,32,56,40,19,3,3,6,11,26,58,7,3,3,4,9,9,12,54,13,2,2,5,6,12,22,54,17,6,10,7,8,22,30,60,31,14,13,15,17,31,33,56,53,22,28,18,35,34,48,100,148,255,112,39,38,33,39,60,163,115,28,0,3,8,21,51,55,25,1,1,4,6,21,35,7,1,1,2,3,4,12,35,10,8,5,2,4,6,15,27,14,14,3,3,9,12,15,56,24,10,12,8,10,14,26,47,46,36,33,23,27,35,39,67,K5
22,229,123,59,33,22,21,31,255,162,45,13,5,0,6,9,125,62,24,2,0,1,7,18,58,17,1,3,2,1,6,15,47,11,2,0,3,7,4,11,17,2,1,2,3,1,9,27,8,6,5,1,8,12,29,41,21,13,15,12,15,23,26,74,173,255,118,54,48,51,67,80,158,117,18,2,5,7,39,72,87,62,0,4,13,11,22,46,7,2,0,2,7,4,25,78,12,2,4,9,5,8,25,46,24,5,6,4,12,20,25,58,52,19,16,15,21,33,61,81,57,54,39,19,36,38,62,113,108,255,132,28,22,20,29,37,200,164,56,0,4,3,12,37,92,48,0,0,1,6,21,34,14,2,1,2,7,5,29,31,7,7,2,3,2,8,17,43,18,9,7,13,8,17,18,33,27,11,18,19,20,16,32,58,29,34,33,32,21,33,45,62,K5
22,229,123,59,33,22,21,31,255,162,45,13,5,0,6,9,125,62,24,2,0,1,7,18,58,17,1,3,2,1,6,15,47,11,2,0,3,7,4,11,17,2,1,2,3,1,9,27,8,6,5,1,8,12,29,41,21,13,15,12,15,23,26,74,173,255,118,54,48,51,67,80,158,117,18,2,5,7,39,72,87,62,0,4,13,11,22,46,7,2,0,2,7,4,25,78,12,2,4,9,5,8,25,46,24,5,6,4,12,20,25,58,52,19,16,15,21,33,61,81,57,54,39,19,36,38,62,113,108,255,132,28,22,20,29,37,200,164,56,0,4,3,12,37,92,48,0,0,1,6,21,34,14,2,1,2,7,5,29,31,7,7,2,3,2,8,17,43,18,9,7,13,8,17,18,33,27,11,18,19,20,16,32,58,29,34,33,32,21,33,45,62,K5
0,255,124,60,37,30,10,4,153,129,86,37,12,12,0,0,75,63,39,7,0,0,0,0,32,26,5,1,0,1,1,0,12,9,1,0,0,1,0,2,11,1,0,0,0,1,1,2,10,0,1,4,0,3,1,4,0,1,0,0,1,1,4,11,0,255,102,37,6,6,11,18,174,169,79,4,0,0,14,42,79,58,23,2,0,1,13,15,28,3,1,1,1,3,4,23,20,1,2,0,1,4,5,24,0,2,0,1,0,9,13,16,0,1,4,0,1,3,32,31,1,15,11,8,8,17,31,57,0,255,101,47,5,0,1,7,152,213,68,9,5,0,1,10,116,79,21,0,3,1,1,8,30,14,2,0,1,0,2,2,23,6,0,0,0,2,1,3,0,1,1,0,0,4,2,7,0,3,2,1,3,9,14,26,2,4,6,8,5,8,19,23,K5
0,238,93,41,17,4,1,0,255,185,119,23,9,1,3,5,95,100,29,1,0,3,1,10,48,19,5,0,0,10,3,0,21,4,0,0,0,1,1,7,14,0,0,1,0,6,8,25,2,0,0,0,3,1,22,18,0,3,4,27,13,11,10,28,10,247,129,45,2,3,6,17,255,216,95,2,0,0,15,12,71,39,6,0,0,1,6,7,15,0,0,0,0,1,3,33,0,0,0,0,3,1,0,40,0,0,0,5,4,3,10,26,0,12,0,4,1,5,11,57,7,8,23,8,22,26,38,69,10,253,113,33,2,3,3,8,255,236,100,10,0,3,0,9,90,49,0,0,0,1,8,13,35,0,0,0,1,0,3,13,0,0,0,0,1,1,16,15,0,5,0,0,1,6,9,17,1,0,3,1,12,14,8,36,5,12,6,11,26,24,42,28,K5
0,255,108,48,19,0,6,5,173,245,105,18,7,2,2,10,94,141,35,11,0,2,4,20,40,22,0,0,2,2,3,21,15,12,2,0,8,3,16,2,12,4,0,2,0,8,0,22,3,0,0,2,2,4,8,29,2,7,11,29,9,8,22,55,0,255,103,6,0,4,2,18,218,244,50,0,0,5,25,22,40,45,9,0,0,0,12,57,0,0,0,0,0,10,14,16,3,0,2,5,10,4,43,36,4,6,5,2,3,16,27,61,2,2,2,17,34,19,60,54,12,14,12,26,31,22,72,114,0,253,137,13,1,0,0,6,204,255,35,0,0,1,6,31,32,40,15,0,2,0,7,40,2,0,0,0,0,6,0,30,0,0,0,3,0,10,20,42,0,0,2,0,1,11,8,44,2,0,2,7,1,8,14,21,2,9,0,38,29,36,30,63,K5
0,255,92,27,36,5,9,3,165,118,53,23,16,5,0,0,63,49,39,8,0,0,2,3,17,8,0,0,0,0,0,3,16,3,0,0,0,1,0,5,20,2,0,0,0,0,0,7,5,1,0,0,1,1,12,5,0,0,0,2,4,7,3,8,0,255,137,44,13,0,0,3,165,162,79,2,0,0,0,10,92,59,39,0,0,0,0,1,30,7,0,0,0,0,2,6,16,0,0,0,0,6,4,19,0,0,0,0,0,1,9,11,0,0,1,1,5,0,5,17,0,1,1,3,3,26,15,22,0,255,122,37,16,1,2,5,175,192,70,13,0,0,0,7,91,75,33,0,0,1,0,6,26,15,0,0,0,0,4,1,18,4,0,0,0,0,1,6,0,0,0,0,0,2,0,5,0,0,0,2,1,6,3,15,0,0,1,0,1,5,10,10,K5
0,240,75,38,13,9,2,0,255,163,99,47,6,0,2,18,56,93,48,4,0,2,5,3,20,19,14,0,0,0,2,4,8,7,0,2,0,0,9,5,4,1,0,0,9,8,10,19,0,1,5,3,10,3,6,28,0,4,1,12,5,10,22,15,2,255,213,60,8,5,8,33,174,196,71,0,0,0,2,23,182,81,75,0,2,2,6,13,62,0,2,2,0,11,8,42,0,0,0,0,5,0,0,18,0,0,0,2,4,15,14,18,5,0,0,18,6,20,29,31,2,0,11,20,5,28,34,60,1,255,162,37,26,2,6,19,215,209,62,0,0,0,1,1,135,75,48,0,0,1,1,3,36,0,0,0,0,0,10,14,0,0,0,0,0,0,6,14,0,0,1,2,3,3,5,27,0,0,5,0,3,5,9,15,0,6,3,2,6,19,6,18,K5
0,192,118,28,24,4,0,0,165,255,92,5,11,0,0,0,76,108,44,3,5,0,0,0,16,7,2,0,0,0,0,0,14,4,0,0,0,0,0,0,6,0,0,0,0,0,0,6,2,0,0,0,0,0,3,4,0,0,0,0,0,2,2,8,0,255,151,57,12,0,0,8,172,209,114,0,0,8,4,3,121,141,46,0,0,0,9,11,34,11,0,0,0,3,0,13,16,0,0,0,0,0,4,8,0,0,0,0,0,3,6,23,0,3,0,3,0,3,7,58,0,3,0,6,18,27,33,48,0,196,165,32,53,0,0,2,181,255,80,17,0,0,0,0,99,115,50,0,0,0,2,2,25,13,0,0,0,0,2,5,10,6,0,0,0,0,5,12,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,20,5,6,3,9,K5
0,243,179,54,38,14,12,7,255,221,75,6,9,0,0,0,116,63,24,0,0,0,0,2,43,7,7,0,0,0,0,4,23,1,0,0,0,0,0,4,3,3,0,2,0,0,1,20,2,2,0,0,0,3,4,8,0,0,0,7,0,1,7,9,2,255,101,79,5,0,2,6,111,205,55,3,6,2,4,43,103,76,50,0,0,14,4,35,41,16,0,0,0,0,0,10,17,0,0,0,4,0,18,22,5,2,2,0,0,4,6,14,10,4,5,2,16,4,8,55,19,22,15,25,13,8,17,31,3,255,130,45,7,1,6,2,158,245,89,9,0,0,2,7,112,91,47,0,0,0,2,5,21,11,0,0,0,2,1,2,36,0,0,3,0,0,2,18,17,0,0,0,0,5,3,5,10,0,0,0,7,2,15,14,20,0,5,3,4,8,25,11,K5
0,255,112,36,16,12,11,0,200,226,56,16,3,0,0,1,78,92,28,9,0,0,5,5,25,15,0,0,0,0,0,16,23,0,0,0,0,0,0,12,10,0,0,1,0,3,17,23,0,0,0,14,5,18,34,24,0,5,5,7,26,15,10,41,0,255,113,39,0,10,9,22,241,218,108,0,4,4,7,15,104,77,15,0,2,3,5,70,0,0,0,0,2,2,8,39,0,3,0,2,7,2,6,46,0,0,0,0,0,3,20,42,0,0,12,7,0,24,9,48,4,19,7,2,4,22,59,50,0,255,131,0,0,2,24,12,195,208,89,0,3,0,2,27,122,99,14,0,7,2,3,24,25,0,0,0,2,2,7,27,0,0,3,2,4,5,11,19,0,0,2,0,6,14,13,23,0,0,2,8,5,20,23,40,0,0,19,13,25,27,29,69,K5
0,255,113,106,32,4,16,0,210,158,53,14,9,0,0,1,118,47,18,2,0,0,0,3,29,6,2,0,0,1,0,3,34,6,0,0,0,2,3,2,20,1,0,0,0,0,2,13,6,0,0,0,1,5,6,17,0,0,0,0,2,6,5,9,0,255,98,43,0,0,8,1,176,152,55,0,1,4,13,28,70,54,37,0,2,0,11,32,4,0,0,0,0,4,17,22,0,0,0,0,1,5,10,24,1,1,0,2,6,13,9,25,0,9,9,0,6,4,17,13,2,3,7,5,21,27,33,65,0,255,84,9,2,0,4,12,176,184,54,0,0,0,10,18,53,71,12,0,0,4,15,33,12,0,0,0,1,4,7,16,0,0,0,0,0,12,7,33,0,0,0,0,4,6,10,12,0,2,8,2,6,9,35,34,3,10,9,7,9,19,27,31,K5
0,255,137,35,35,10,18,12,177,136,159,16,26,0,0,0,51,79,31,11,0,4,0,0,43,30,6,0,0,0,0,0,12,10,0,0,0,0,0,0,3,0,0,0,0,5,9,0,15,0,0,0,0,0,0,14,0,0,0,3,0,0,12,0,0,174,173,58,17,0,0,28,184,248,255,41,0,0,0,0,95,106,58,0,0,4,0,17,14,0,0,0,0,0,42,34,0,6,0,0,0,0,15,46,0,0,0,0,0,11,14,19,0,0,11,19,0,0,9,0,0,13,36,4,0,18,53,24,0,187,132,27,0,0,0,5,192,144,255,18,0,0,15,5,118,107,39,0,0,0,0,22,9,0,0,0,0,0,17,13,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,20,0,26,0,0,3,0,3,16,0,0,3,10,12,6,3,13,K5
0,179,170,28,28,9,2,1,255,218,71,26,12,0,0,6,73,83,38,7,2,2,2,0,42,11,6,0,0,0,3,7,15,10,2,0,0,0,2,1,7,1,0,0,1,0,1,7,0,0,0,2,2,2,8,19,0,2,0,0,13,2,6,24,0,221,225,57,0,0,0,29,254,255,193,0,0,6,2,15,102,74,53,0,0,5,0,19,15,0,0,0,0,5,18,6,0,0,0,0,5,0,15,2,0,0,2,0,5,10,22,33,0,0,6,7,5,0,25,69,6,7,16,26,11,6,54,54,0,239,179,59,0,0,2,5,251,255,141,0,0,6,2,7,79,88,39,0,0,0,15,7,27,0,0,0,2,0,4,17,16,0,0,0,2,2,0,20,0,0,0,0,0,2,14,27,0,2,0,2,2,16,9,25,2,3,4,9,11,13,12,25,K5
0,254,119,32,30,5,0,0,206,255,179,3,42,4,0,0,171,133,51,12,0,0,0,10,17,5,6,0,0,0,0,5,23,3,0,0,3,0,10,5,8,0,0,0,5,2,10,6,5,0,0,0,0,8,14,28,0,0,3,0,3,9,15,39,0,255,178,69,41,0,7,7,171,206,146,22,0,0,21,16,111,144,65,0,0,0,8,24,30,23,0,0,0,0,0,6,25,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,7,3,0,0,0,9,12,0,6,9,5,2,17,24,56,0,255,216,59,42,0,0,10,172,193,153,24,0,0,13,13,100,154,42,0,0,3,6,20,24,17,0,2,0,0,0,7,21,0,0,0,0,0,0,2,0,0,0,0,0,0,4,19,0,7,0,0,0,0,9,9,0,0,2,0,6,5,5,23,K5
0,255,130,49,58,20,14,1,167,246,111,31,9,2,4,9,130,118,58,9,4,0,1,3,72,25,5,1,0,0,0,2,30,13,0,0,0,3,10,3,12,3,1,0,1,2,5,4,7,1,1,0,1,1,6,5,0,1,0,0,1,5,19,22,3,226,168,75,35,10,20,44,255,198,122,5,1,8,9,21,111,72,7,1,3,6,17,32,53,7,0,0,6,12,5,17,8,0,1,0,2,3,13,15,2,0,0,1,3,8,11,32,8,0,2,4,6,11,26,67,5,13,7,22,5,21,44,55,10,255,174,70,37,16,24,21,251,181,115,1,1,8,15,14,90,58,6,0,0,3,19,30,57,2,0,0,1,2,10,28,5,1,0,2,6,6,6,31,2,0,0,1,2,7,15,30,11,3,2,1,12,10,33,28,18,7,11,14,15,15,22,52,K5
15,255,121,50,37,14,25,14,194,219,131,23,18,6,7,23,125,117,49,12,0,2,5,19,58,30,9,1,1,3,1,15,48,24,0,0,3,2,10,12,29,19,0,3,3,4,10,34,19,2,2,9,15,13,14,36,11,20,14,11,28,27,38,46,17,255,102,32,10,15,35,57,230,153,43,3,6,2,9,43,132,36,27,2,3,4,21,41,32,1,3,7,1,8,11,44,3,4,4,7,3,8,9,22,19,3,6,1,3,9,25,42,9,5,12,15,14,22,37,56,15,15,47,34,22,27,42,87,41,255,109,29,14,27,31,60,227,164,61,0,0,4,24,43,125,38,25,2,5,8,20,53,44,0,3,0,0,4,29,39,5,2,4,5,2,5,19,31,4,6,14,1,2,17,21,30,22,14,10,9,9,28,38,61,39,34,18,30,28,41,49,125,K5
0,255,132,45,37,16,3,23,234,152,69,11,6,0,1,1,100,66,31,1,0,0,3,13,60,31,2,1,0,0,5,18,26,14,0,1,2,1,3,18,11,5,3,4,0,3,2,13,11,2,1,2,12,2,1,19,1,4,8,8,17,25,17,30,28,255,159,49,9,5,9,14,210,178,77,2,0,2,0,22,154,121,30,0,2,2,3,12,42,0,0,1,2,2,3,23,10,1,0,1,2,5,4,40,1,0,1,0,0,5,17,10,0,4,1,2,4,22,19,43,6,7,17,8,14,10,28,29,21,255,159,44,26,8,14,31,191,175,81,10,0,1,3,7,136,98,30,0,1,0,2,28,35,0,0,1,3,2,6,26,19,0,2,2,3,8,11,23,3,4,5,4,6,3,6,29,19,8,1,11,2,8,20,21,18,17,21,8,15,9,17,15,K5
0,225,231,74,53,27,15,0,161,255,164,56,12,5,0,4,113,139,77,15,1,1,0,0,45,22,16,0,1,0,0,5,25,30,3,1,0,0,1,9,6,3,0,0,0,0,13,4,1,4,1,0,4,3,1,12,4,3,3,1,1,4,19,25,5,255,105,53,1,7,19,26,166,174,50,1,2,1,22,27,91,58,9,2,2,1,24,35,42,2,1,0,0,1,9,21,6,1,0,0,3,5,11,22,16,2,2,3,1,13,16,29,10,0,1,24,4,11,16,35,29,10,15,21,31,10,14,55,9,255,135,43,2,2,6,12,236,218,71,3,0,9,24,25,86,61,1,1,5,6,2,13,32,1,1,0,1,2,3,13,12,1,0,1,12,2,2,15,6,0,1,7,3,1,8,19,8,1,3,7,4,12,11,61,15,6,8,14,12,32,37,43,K5
5,255,162,79,43,22,14,24,186,220,96,28,14,5,12,16,115,92,36,7,2,3,7,14,42,19,3,1,2,4,6,20,33,13,2,0,3,4,6,22,14,3,3,1,3,6,12,28,11,6,4,6,10,11,24,38,19,13,16,15,19,23,39,60,121,255,144,71,62,53,68,93,142,142,45,5,10,8,25,51,82,27,14,5,7,7,24,44,35,2,4,5,4,6,16,41,16,3,2,3,7,9,13,46,15,5,10,2,4,13,23,53,33,15,21,11,20,30,43,77,50,21,18,25,32,38,50,107,131,255,150,103,60,61,80,109,149,161,44,6,8,13,22,49,81,41,16,5,7,10,26,31,46,9,3,6,5,5,11,33,27,5,4,1,10,7,11,42,27,5,5,5,3,16,20,34,30,17,15,9,13,18,31,53,57,31,18,23,37,27,41,74,K5
5,255,162,79,43,22,14,24,186,220,96,28,14,5,12,16,115,92,36,7,2,3,7,14,42,19,3,1,2,4,6,20,33,13,2,0,3,4,6,22,14,3,3,1,3,6,12,28,11,6,4,6,10,11,24,38,19,13,16,15,19,23,39,60,121,255,144,71,62,53,68,93,142,142,45,5,10,8,25,51,82,27,14,5,7,7,24,44,35,2,4,5,4,6,16,41,16,3,2,3,7,9,13,46,15,5,10,2,4,13,23,53,33,15,21,11,20,30,43,77,50,21,18,25,32,38,50,107,131,255,150,103,60,61,80,109,149,161,44,6,8,13,22,49,81,41,16,5,7,10,26,31,46,9,3,6,5,5,11,33,27,5,4,1,10,7,11,42,27,5,5,5,3,16,20,34,30,17,15,9,13,18,31,53,57,31,18,23,37,27,41,74,K5
7,255,164,69,57,28,15,24,186,187,94,26,16,4,6,17,128,94,30,4,2,2,10,15,42,22,3,2,2,3,7,17,36,13,1,2,3,5,9,27,15,3,2,2,4,7,17,26,11,8,6,5,8,13,32,52,16,18,18,16,20,25,36,61,120,255,148,76,60,63,79,123,153,153,45,8,7,10,25,53,93,43,15,7,6,14,26,49,46,6,5,4,5,8,18,56,35,4,3,1,8,14,14,40,32,7,6,4,5,22,16,50,50,15,19,14,19,31,48,97,76,27,30,33,40,31,55,96,145,255,155,93,67,59,91,121,153,162,60,12,11,10,22,62,77,50,18,6,10,11,26,35,51,12,4,4,4,7,10,47,35,5,2,2,14,9,11,34,33,8,4,3,5,15,16,35,35,13,9,7,11,20,43,67,66,31,25,26,33,28,43,98,K5
7,255,164,69,57,28,15,24,186,187,94,26,16,4,6,17,128,94,30,4,2,2,10,15,42,22,3,2,2,3,7,17,36,13,1,2,3,5,9,27,15,3,2,2,4,7,17,26,11,8,6,5,8,13,32,52,16,18,18,16,20,25,36,61,120,255,148,76,60,63,79,123,153,153,45,8,7,10,25,53,93,43,15,7,6,14,26,49,46,6,5,4,5,8,18,56,35,4,3,1,8,14,14,40,32,7,6,4,5,22,16,50,50,15,19,14,19,31,48,97,76,27,30,33,40,31,55,96,145,255,155,93,67,59,91,121,153,162,60,12,11,10,22,62,77,50,18,6,10,11,26,35,51,12,4,4,4,7,10,47,35,5,2,2,14,9,11,34,33,8,4,3,5,15,16,35,35,13,9,7,11,20,43,67,66,31,25,26,33,28,43,98,K5
9,255,147,71,50,26,16,22,192,203,91,22,17,6,9,16,119,88,37,3,2,3,9,14,41,19,2,3,2,2,7,16,32,11,1,1,4,5,9,16,15,3,3,4,3,5,13,26,14,6,7,6,9,16,31,43,28,19,18,15,22,23,36,53,119,255,148,71,67,58,82,116,151,168,42,5,3,9,32,76,87,39,14,6,7,10,36,50,35,6,4,4,3,10,19,52,24,6,3,2,10,12,23,40,27,7,15,6,6,20,18,45,41,20,18,7,19,20,60,79,63,33,28,27,41,35,60,116,139,255,143,93,69,56,91,130,148,177,48,8,9,13,29,56,86,40,20,6,13,10,27,37,51,10,4,6,4,6,14,49,36,6,9,2,16,12,13,42,30,6,9,4,6,15,20,38,39,17,16,13,12,21,43,64,71,33,28,27,32,30,48,86,K5
9,255,147,71,50,26,16,22,192,203,91,22,17,6,9,16,119,88,37,3,2,3,9,14,41,19,2,3,2,2,7,16,32,11,1,1,4,5,9,16,15,3,3,4,3,5,13,26,14,6,7,6,9,16,31,43,28,19,18,15,22,23,36,53,119,255,148,71,67,58,82,116,151,168,42,5,3,9,32,76,87,39,14,6,7,10,36,50,35,6,4,4,3,10,19,52,24,6,3,2,10,12,23,40,27,7,15,6,6,20,18,45,41,20,18,7,19,20,60,79,63,33,28,27,41,35,60,116,139,255,143,93,69,56,91,130,148,177,48,8,9,13,29,56,86,40,20,6,13,10,27,37,51,10,4,6,4,6,14,49,36,6,9,2,16,12,13,42,30,6,9,4,6,15,20,38,39,17,16,13,12,21,43,64,71,33,28,27,32,30,48,86,K5
0,255,171,49,47,6,3,6,170,175,75,19,7,0,2,7,117,84,25,2,0,2,5,3,32,13,2,0,0,0,1,9,18,5,1,0,2,2,8,11,5,0,0,0,1,3,2,12,2,1,1,2,6,4,11,15,1,5,4,5,9,7,18,27,15,255,142,37,21,24,36,62,186,172,73,4,13,6,30,48,118,83,14,3,9,14,26,52,38,6,1,4,6,11,31,68,10,1,3,3,7,6,30,70,8,5,2,7,7,17,45,57,20,20,19,16,20,33,51,84,41,30,25,33,32,53,64,100,7,255,132,46,36,20,37,67,167,193,65,9,16,13,25,70,107,78,21,2,13,18,47,57,36,6,3,2,4,7,34,52,22,6,4,4,12,13,25,81,7,6,9,2,11,22,29,69,19,20,17,27,17,36,50,90,27,35,30,50,37,54,56,111,K5
0,255,171,49,47,6,3,6,170,175,75,19,7,0,2,7,117,84,25,2,0,2,5,3,32,13,2,0,0,0,1,9,18,5,1,0,2,2,8,11,5,0,0,0,1,3,2,12,2,1,1,2,6,4,11,15,1,5,4,5,9,7,18,27,15,255,142,37,21,24,36,62,186,172,73,4,13,6,30,48,118,83,14,3,9,14,26,52,38,6,1,4,6,11,31,68,10,1,3,3,7,6,30,70,8,5,2,7,7,17,45,57,20,20,19,16,20,33,51,84,41,30,25,33,32,53,64,100,7,255,132,46,36,20,37,67,167,193,65,9,16,13,25,70,107,78,21,2,13,18,47,57,36,6,3,2,4,7,34,52,22,6,4,4,12,13,25,81,7,6,9,2,11,22,29,69,19,20,17,27,17,36,50,90,27,35,30,50,37,54,56,111,K5
0,255,187,48,39,10,5,3,233,210,91,19,11,1,3,8,123,80,34,2,0,2,6,9,31,17,2,0,0,0,3,7,22,9,0,0,0,3,5,15,5,0,1,0,1,1,7,16,3,3,3,2,6,6,24,17,2,4,5,8,12,12,21,41,6,226,131,22,10,5,12,24,255,175,106,1,1,1,10,41,113,64,10,0,3,6,15,34,13,2,1,1,3,5,19,29,10,2,2,3,3,9,14,31,5,3,1,5,7,9,22,46,13,8,12,9,11,11,33,53,19,27,32,32,28,30,47,73,7,255,155,54,35,26,37,105,186,207,94,11,14,18,42,66,114,79,20,3,5,22,72,85,31,13,2,3,9,21,30,85,31,18,6,6,15,21,47,58,9,5,25,15,17,31,57,98,28,30,39,31,38,36,86,135,59,66,69,75,72,87,105,172,K5
0,255,187,48,39,10,5,3,233,210,91,19,11,1,3,8,123,80,34,2,0,2,6,9,31,17,2,0,0,0,3,7,22,9,0,0,0,3,5,15,5,0,1,0,1,1,7,16,3,3,3,2,6,6,24,17,2,4,5,8,12,12,21,41,6,226,131,22,10,5,12,24,255,175,106,1,1,1,10,41,113,64,10,0,3,6,15,34,13,2,1,1,3,5,19,29,10,2,2,3,3,9,14,31,5,3,1,5,7,9,22,46,13,8,12,9,11,11,33,53,19,27,32,32,28,30,47,73,7,255,155,54,35,26,37,105,186,207,94,11,14,18,42,66,114,79,20,3,5,22,72,85,31,13,2,3,9,21,30,85,31,18,6,6,15,21,47,58,9,5,25,15,17,31,57,98,28,30,39,31,38,36,86,135,59,66,69,75,72,87,105,172,K5
0,255,167,49,43,14,8,8,231,196,88,20,7,3,2,4,122,89,37,3,0,1,3,12,28,14,2,0,0,1,6,12,17,6,0,1,1,3,4,11,8,1,0,1,3,4,8,19,8,1,1,2,3,9,12,24,5,7,8,8,9,19,23,32,3,239,133,26,8,6,10,31,255,194,75,2,2,6,20,44,100,85,11,1,3,5,13,35,26,1,0,2,3,6,15,32,9,0,2,1,2,8,21,38,5,4,2,7,5,12,16,37,12,5,12,9,13,21,36,63,20,18,28,19,32,31,49,72,3,255,162,52,36,13,40,55,167,206,79,13,10,15,34,76,79,67,13,2,12,10,28,84,40,14,0,4,7,14,20,71,26,5,6,5,5,17,35,68,11,7,11,14,8,23,54,80,19,17,17,16,27,45,48,73,40,52,40,38,50,50,74,145,K5
